vendor_id,vendor_name,category,city,area,capacity,capacity_unit,base_price,class_type,specialization,religion_served,supported_events,rating,is_veg_only,is_halal,outdoor_available,generator_backup,parking_capacity,min_guests,max_guests,setup_time_hours,languages_spoken,payment_modes,experience_years,vendor_phone,surge_applicable,last_minute_slots,advance_payment_pct,free_cancel_before_days,partial_cancel_days,partial_cancel_fee_pct,last_minute_cancel_days,last_minute_cancel_fee_pct,min_advance_booking_days,recommended_advance_booking_days,cancellation_policy,category_details
V98,Sri Tulasi Florist,Florist,Nalgonda,Miryalaguda,2,events_per_day,2000,budget,all_events,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",3.8,,,,,,,,4,"[""Telugu""]","[""UPI"", ""Cash""]",5,+91-9752570166,False,True,10,3,1,40,0,70,1,5,Advance: 10% of total. Free cancel >3d before. 40% charge 0–3d before. 70% charge within 0d.,"{""hindu_decor"": true, ""muslim_decor"": true, ""christian_decor"": false, ""flower_types"": [""Marigold"", ""Rose"", ""Jasmine""], ""mango_leaves_toran"": true, ""banana_stem_pillar"": false, ""car_decoration"": false, ""stage_garland"": true, ""welcome_arch"": false, ""fresh_flowers_only"": true, ""artificial_available"": false, ""pot_plants_available"": false, ""delivery_radius_km"": 15, ""advance_order_days"": 1}"
V99,Star Gardens,Function Hall,Villages,Velpur,500,guests,230000,mid,Hindu_name,Muslim,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.9,,,False,True,166.0,150.0,500.0,3,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",3,+91-9106593718,True,False,30,21,7,50,3,80,14,45,Advance: 30% of total. Free cancel >21d before. 50% charge 3–21d before. 80% charge within 3d.,"{""ac_available"": true, ""stage_included"": true, ""audio_system"": true, ""bridal_room"": true, ""catering_inhouse"": false, ""outside_catering_allowed"": true, ""valet_parking"": false, ""rooms_available"": 1, ""generator_backup"": true, ""parking_slots"": 166, ""halal_kitchen_only"": true, ""prayer_room"": true, ""separate_entry_gents_ladies"": true, ""alcohol_prohibited"": true, ""pork_prohibited"": true, ""qibla_direction_marked"": true, ""wuzu_area"": true, ""capacity_seated"": 500, ""capacity_standing"": 650, ""dance_floor"": true, ""projector_screen"": true}"
V100,Suryapet Convention Hall,Function Hall,Medak,Zahirabad,2000,guests,356000,premium,default,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",3.8,,,False,True,1000.0,600.0,2000.0,3,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer"", ""Card""]",12,+91-9198447408,True,False,50,45,15,70,7,100,30,90,Advance: 50% of total. Free cancel >45d before. 70% charge 7–45d before. 100% charge within 7d.,"{""ac_available"": true, ""stage_included"": true, ""audio_system"": true, ""bridal_room"": true, ""catering_inhouse"": false, ""outside_catering_allowed"": true, ""valet_parking"": true, ""rooms_available"": 6, ""generator_backup"": true, ""parking_slots"": 1000, ""veg_only_kitchen"": false, ""pooja_room"": true, ""alcohol_allowed"": true, ""caste_restrictions"": false, ""capacity_seated"": 2000, ""capacity_standing"": 2600, ""dance_floor"": true, ""projector_screen"": true}"
V101,Warangal Shamiana,Tent / Shamiana,Mahbubnagar,Jadcherla,1000,persons_covered,37000,premium,all_events,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.8,,,True,True,,250.0,1000.0,6,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer"", ""Card""]",14,+91-9878856287,True,False,40,21,10,65,5,90,14,45,Advance: 40% of total. Free cancel >21d before. 65% charge 5–21d before. 90% charge within 5d.,"{""flooring_included"": true, ""lights_included"": true, ""fan_coolers"": true, ""chairs_per_package"": 1000, ""tables_included"": true, ""side_walls"": true, ""erection_days_needed"": 3}"
V102,DJ Chakri,DJ,Warangal,Naimnagar,2000,max_audience,64000,premium,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.0,,,,,,200.0,2000.0,3,"[""Telugu"", ""Hindi""]","[""UPI"", ""Cash"", ""Bank Transfer"", ""Card""]",19,+91-9194697509,True,False,40,21,10,60,5,90,14,45,Advance: 40% of total. Free cancel >21d before. 60% charge 5–21d before. 90% charge within 5d.,"{""speakers_watts"": ""8x2000W line array"", ""lighting"": ""full LED show + fog + laser"", ""mic_included"": true, ""emcee_available"": true, ""dhol_player_extra"": false, ""led_wall"": true}"
V103,Mancherial Food Services,Catering,Karimnagar,Ramnagar,800,plates_per_event,510,mid,all_events,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.3,False,False,,,,50.0,800.0,2,"[""Telugu"", ""Hindi""]","[""UPI"", ""Cash"", ""Bank Transfer""]",18,+91-9656704781,True,False,20,10,5,45,2,75,5,21,Advance: 20% of total. Free cancel >10d before. 45% charge 2–10d before. 75% charge within 2d.,"{""live_counter_available"": true, ""staff_included"": true, ""crockery_included"": true, ""serving_staff_ratio"": ""1 per 15 guests""}"
V104,Lakshmi Bridal Arts,Makeup Artist,Mahbubnagar,Nagarkurnool,3,persons_per_day,5400,budget,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.2,,,,,,,,2,"[""Telugu""]","[""UPI"", ""Cash""]",3,+91-9323460724,True,True,25,7,3,50,1,80,3,14,Advance: 25% of total. Free cancel >7d before. 50% charge 1–7d before. 80% charge within 1d.,"{""bridal_specialist"": false, ""airbrush_makeup"": false, ""saree_draping"": true, ""hijab_styling"": false, ""trial_session"": false, ""home_visit"": true, ""products_used"": ""Lakme, Faces Canada"", ""pre_bridal_package"": false, ""hair_styling"": true, ""hair_extensions"": false, ""christian_veil_styling"": false, ""mehendi_coordination"": false, ""persons_per_day"": 3, ""earliest_start_time"": ""05:00""}"
V105,Archana Beauty Studio,Makeup Artist,Hyderabad,LB Nagar,4,persons_per_day,23000,mid,all_events,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.7,,,,,,,,2,"[""Telugu"", ""Hindi""]","[""UPI"", ""Cash"", ""Bank Transfer""]",18,+91-9410790363,True,False,40,14,7,60,3,90,7,21,Advance: 40% of total. Free cancel >14d before. 60% charge 3–14d before. 90% charge within 3d.,"{""bridal_specialist"": true, ""airbrush_makeup"": false, ""saree_draping"": true, ""hijab_styling"": false, ""trial_session"": true, ""home_visit"": false, ""products_used"": ""MAC, Kryolan, NARS"", ""pre_bridal_package"": true, ""hair_styling"": true, ""hair_extensions"": false, ""christian_veil_styling"": false, ""mehendi_coordination"": false, ""persons_per_day"": 4, ""earliest_start_time"": ""05:00""}"
V106,Al Noor Flowers,Florist,Hyderabad,Madhapur,1,events_per_day,3900,budget,religious_events,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.4,,,,,,,,4,"[""Telugu"", ""Hindi""]","[""UPI"", ""Cash""]",5,+91-9176894033,False,False,10,3,1,40,0,70,1,5,Advance: 10% of total. Free cancel >3d before. 40% charge 0–3d before. 70% charge within 0d.,"{""hindu_decor"": true, ""muslim_decor"": false, ""christian_decor"": true, ""flower_types"": [""Marigold"", ""Rose"", ""Jasmine""], ""mango_leaves_toran"": true, ""banana_stem_pillar"": false, ""car_decoration"": false, ""stage_garland"": true, ""welcome_arch"": false, ""fresh_flowers_only"": true, ""artificial_available"": false, ""pot_plants_available"": false, ""delivery_radius_km"": 15, ""advance_order_days"": 1}"
V107,Meena Beauty Parlour,Makeup Artist,Hyderabad,Himayatnagar,4,persons_per_day,19000,mid,bridal,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.3,,,,,,,,2,"[""Telugu"", ""Hindi"", ""Urdu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",10,+91-9109853003,True,False,40,14,7,60,3,90,7,21,Advance: 40% of total. Free cancel >14d before. 60% charge 3–14d before. 90% charge within 3d.,"{""bridal_specialist"": true, ""airbrush_makeup"": false, ""saree_draping"": true, ""hijab_styling"": false, ""trial_session"": true, ""home_visit"": true, ""products_used"": ""MAC, Kryolan, NARS"", ""pre_bridal_package"": true, ""hair_styling"": true, ""hair_extensions"": false, ""christian_veil_styling"": false, ""mehendi_coordination"": false, ""persons_per_day"": 4, ""earliest_start_time"": ""05:00""}"
V108,Rekha Catering,Catering,Rangareddy,Vanasthalipuram,200,plates_per_event,450,mid,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",3.5,False,False,,,,50.0,200.0,2,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",10,+91-9869882868,True,False,20,10,5,45,2,75,5,21,Advance: 20% of total. Free cancel >10d before. 45% charge 2–10d before. 75% charge within 2d.,"{""live_counter_available"": true, ""staff_included"": true, ""crockery_included"": true, ""serving_staff_ratio"": ""1 per 15 guests""}"
V109,Nirmala Beauty Parlour,Makeup Artist,Hyderabad,Dilsukhnagar,1,persons_per_day,7400,budget,bridal,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.7,,,,,,,,2,"[""Telugu""]","[""UPI"", ""Cash""]",20,+91-9136561457,True,True,25,7,3,50,1,80,3,14,Advance: 25% of total. Free cancel >7d before. 50% charge 1–7d before. 80% charge within 1d.,"{""bridal_specialist"": false, ""airbrush_makeup"": false, ""saree_draping"": true, ""hijab_styling"": false, ""trial_session"": false, ""home_visit"": true, ""products_used"": ""Lakme, Faces Canada"", ""pre_bridal_package"": false, ""hair_styling"": true, ""hair_extensions"": false, ""christian_veil_styling"": false, ""mehendi_coordination"": true, ""persons_per_day"": 1, ""earliest_start_time"": ""05:00""}"
V110,Sravanthi Makeup,Makeup Artist,Villages,Sadasivapet,1,persons_per_day,5700,budget,all_events,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.0,,,,,,,,2,"[""Telugu""]","[""UPI"", ""Cash""]",5,+91-9393633663,True,False,25,7,3,50,1,80,3,14,Advance: 25% of total. Free cancel >7d before. 50% charge 1–7d before. 80% charge within 1d.,"{""bridal_specialist"": false, ""airbrush_makeup"": false, ""saree_draping"": true, ""hijab_styling"": false, ""trial_session"": false, ""home_visit"": true, ""products_used"": ""Lakme, Faces Canada"", ""pre_bridal_package"": false, ""hair_styling"": true, ""hair_extensions"": false, ""christian_veil_styling"": true, ""mehendi_coordination"": true, ""persons_per_day"": 1, ""earliest_start_time"": ""05:00""}"
V111,Asha Decorations,Decoration,Adilabad,Luxettipet,5000,sqft_coverage,116000,mid,birthdays,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.7,,,True,,,,,5,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",20,+91-9379417354,False,False,30,14,7,50,3,80,7,30,Advance: 30% of total. Free cancel >14d before. 50% charge 3–14d before. 80% charge within 3d.,"{""hindu_mandap"": false, ""christian_arch"": false, ""muslim_floral_arch"": false, ""balloon_decor"": true, ""stage_backdrop"": true, ""aisle_runner"": false, ""flower_wall"": true, ""entrance_decor"": true, ""table_centerpieces"": true, ""photo_booth"": true, ""led_lighting"": true, ""fabric_draping"": true, ""waterfall_lighting"": false, ""fresh_flowers_only"": false, ""artificial_allowed"": true, ""theme_decor"": true, ""team_size"": 8, ""advance_material_days"": 2, ""owns_furniture"": false}"
V112,Vijaya Beauty Studio,Makeup Artist,Mahbubnagar,Shadnagar,6,persons_per_day,14000,mid,bridal,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.4,,,,,,,,2,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",12,+91-9519972397,False,False,40,14,7,60,3,90,7,21,Advance: 40% of total. Free cancel >14d before. 60% charge 3–14d before. 90% charge within 3d.,"{""bridal_specialist"": true, ""airbrush_makeup"": false, ""saree_draping"": true, ""hijab_styling"": false, ""trial_session"": true, ""home_visit"": true, ""products_used"": ""MAC, Kryolan, NARS"", ""pre_bridal_package"": true, ""hair_styling"": true, ""hair_extensions"": false, ""christian_veil_styling"": false, ""mehendi_coordination"": true, ""persons_per_day"": 6, ""earliest_start_time"": ""05:00""}"
V113,DJ Storm Hyderabad,DJ,Rangareddy,Tandur,200,max_audience,6000,budget,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.0,,,,,,50.0,200.0,3,"[""Telugu""]","[""UPI"", ""Cash""]",4,+91-9148691026,False,True,15,5,2,25,1,50,2,7,Advance: 15% of total. Free cancel >5d before. 25% charge 1–5d before. 50% charge within 1d.,"{""speakers_watts"": ""2x500W"", ""lighting"": ""basic LED"", ""mic_included"": true, ""emcee_available"": false, ""dhol_player_extra"": false, ""led_wall"": false}"
V114,Mohan Raju Photography,Photographer,Siddipet,Koheda,2,events_per_month,8700,budget,birthdays,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",3.5,,,,,,,,1,"[""Telugu""]","[""UPI"", ""Cash""]",15,+91-9987255372,True,False,20,7,3,30,1,60,3,14,Advance: 20% of total. Free cancel >7d before. 30% charge 1–7d before. 60% charge within 1d.,"{""camera_type"": ""DSLR basic"", ""drone_photography"": false, ""same_day_edit"": false, ""album_included"": false, ""raw_files_given"": false, ""assistant_photographer"": false, ""delivery_days"": 30}"
