vendor_id,per_plate_base,price_factor,is_veg_only,is_halal,total_items,item_prices,basic_package,standard_package,premium_package,min_order_guests,max_order_guests,tasting_available,home_delivery,home_delivery_min_plates,advance_order_days,cuisine_type,suitable_for_religions
V103,510,1.05,False,False,18,"{""Tomato Soup"": 26, ""Cake"": 57, ""Fruit Salad"": 31, ""Brownie"": 47, ""Curd Rice"": 31, ""Upma"": 15, ""Veg Kurma"": 47, ""Payasam"": 26, ""Fish Fry"": 94, ""Pakoda"": 15, ""Baby Corn Fry"": 26, ""Sambar"": 15, ""Juice"": 31, ""Fried Rice"": 63, ""Ice Cream"": 42, ""Rasam"": 10, ""Dal Fry"": 36, ""Chicken Biryani"": 126}","{""items"": [""Rasam"", ""Upma"", ""Pakoda"", ""Sambar"", ""Tomato Soup"", ""Payasam""], ""per_plate"": 510, ""description"": ""Basic - 6 items""}","{""items"": [""Rasam"", ""Upma"", ""Pakoda"", ""Sambar"", ""Tomato Soup"", ""Payasam"", ""Baby Corn Fry"", ""Fruit Salad"", ""Curd Rice"", ""Juice"", ""Dal Fry"", ""Ice Cream""], ""per_plate"": 637, ""description"": ""Standard - 12 items""}","{""items"": [""Tomato Soup"", ""Cake"", ""Fruit Salad"", ""Brownie"", ""Curd Rice"", ""Upma"", ""Veg Kurma"", ""Payasam"", ""Fish Fry"", ""Pakoda"", ""Baby Corn Fry"", ""Sambar"", ""Juice"", ""Fried Rice"", ""Ice Cream"", ""Rasam"", ""Dal Fry"", ""Chicken Biryani""], ""per_plate"": 765, ""description"": ""Full spread - 18 items""}",20,800,True,False,0,7,Multi-cuisine,all
V108,450,1.1,False,False,20,"{""Vada"": 16, ""Soup"": 27, ""Pulao"": 55, ""Naan"": 16, ""Cake"": 60, ""Pesarattu"": 22, ""Tomato Soup"": 27, ""Papad"": 5, ""Lassi"": 38, ""Rasam"": 11, ""Halwa"": 22, ""Rasgulla"": 27, ""Double Ka Meetha"": 38, ""Gulab Jamun"": 33, ""Dal Tadka"": 38, ""Fried Rice"": 66, ""Cutlet"": 22, ""Starter NonVeg"": 49, ""Chicken Tikka"": 60, ""Chicken Biryani"": 132}","{""items"": [""Papad"", ""Rasam"", ""Vada"", ""Naan"", ""Pesarattu"", ""Halwa""], ""per_plate"": 450, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Rasam"", ""Vada"", ""Naan"", ""Pesarattu"", ""Halwa"", ""Cutlet"", ""Soup"", ""Tomato Soup"", ""Rasgulla"", ""Gulab Jamun"", ""Lassi"", ""Double Ka Meetha""], ""per_plate"": 562, ""description"": ""Standard - 13 items""}","{""items"": [""Vada"", ""Soup"", ""Pulao"", ""Naan"", ""Cake"", ""Pesarattu"", ""Tomato Soup"", ""Papad"", ""Lassi"", ""Rasam"", ""Halwa"", ""Rasgulla"", ""Double Ka Meetha"", ""Gulab Jamun"", ""Dal Tadka"", ""Fried Rice"", ""Cutlet"", ""Starter NonVeg"", ""Chicken Tikka"", ""Chicken Biryani""], ""per_plate"": 675, ""description"": ""Full spread - 20 items""}",20,200,True,False,0,7,Multi-cuisine,all
V120,200,0.97,False,False,12,"{""Chicken Tikka"": 53, ""Soft Drinks"": 24, ""Spring Rolls"": 24, ""Paneer Tikka"": 38, ""Tomato Soup"": 24, ""Dal Fry"": 33, ""Mutton Curry"": 97, ""Lassi"": 33, ""Halwa"": 19, ""Dosa"": 24, ""Milkshake"": 38, ""Dal Tadka"": 33}","{""items"": [""Halwa"", ""Soft Drinks"", ""Spring Rolls"", ""Tomato Soup"", ""Dosa"", ""Dal Fry""], ""per_plate"": 200, ""description"": ""Basic - 6 items""}","{""items"": [""Halwa"", ""Soft Drinks"", ""Spring Rolls"", ""Tomato Soup"", ""Dosa"", ""Dal Fry"", ""Lassi"", ""Dal Tadka"", ""Paneer Tikka"", ""Milkshake""], ""per_plate"": 250, ""description"": ""Standard - 10 items""}","{""items"": [""Chicken Tikka"", ""Soft Drinks"", ""Spring Rolls"", ""Paneer Tikka"", ""Tomato Soup"", ""Dal Fry"", ""Mutton Curry"", ""Lassi"", ""Halwa"", ""Dosa"", ""Milkshake"", ""Dal Tadka""], ""per_plate"": 300, ""description"": ""Full spread - 12 items""}",20,100,False,True,20,3,Multi-cuisine,all
V126,460,1.2,False,True,18,"{""Gulab Jamun"": 36, ""Fruit Salad"": 36, ""Biryani"": 156, ""Pulao"": 60, ""Sherbet"": 30, ""Sheer Khurma"": 48, ""Chicken Biryani"": 144, ""Mutton Soup"": 48, ""Juice"": 36, ""Seviyan"": 36, ""Naan"": 18, ""Raita"": 18, ""Kheer"": 42, ""Mutton Curry"": 120, ""Veg Kurma"": 54, ""Tomato Soup"": 30, ""Chicken Curry"": 96, ""Gobi Manchurian"": 30}","{""items"": [""Naan"", ""Raita"", ""Sherbet"", ""Tomato Soup"", ""Gobi Manchurian"", ""Gulab Jamun""], ""per_plate"": 460, ""description"": ""Basic - 6 items""}","{""items"": [""Naan"", ""Raita"", ""Sherbet"", ""Tomato Soup"", ""Gobi Manchurian"", ""Gulab Jamun"", ""Fruit Salad"", ""Juice"", ""Seviyan"", ""Kheer"", ""Sheer Khurma"", ""Mutton Soup""], ""per_plate"": 575, ""description"": ""Standard - 12 items""}","{""items"": [""Gulab Jamun"", ""Fruit Salad"", ""Biryani"", ""Pulao"", ""Sherbet"", ""Sheer Khurma"", ""Chicken Biryani"", ""Mutton Soup"", ""Juice"", ""Seviyan"", ""Naan"", ""Raita"", ""Kheer"", ""Mutton Curry"", ""Veg Kurma"", ""Tomato Soup"", ""Chicken Curry"", ""Gobi Manchurian""], ""per_plate"": 690, ""description"": ""Full spread - 18 items""}",20,800,True,False,0,7,Halal,Muslim
V143,410,1.09,False,False,18,"{""Ice Cream"": 43, ""Chicken Curry"": 87, ""Mutton Biryani"": 163, ""Pickle"": 5, ""Milkshake"": 43, ""Halwa"": 21, ""Idli"": 16, ""Payasam"": 27, ""Chicken Biryani"": 130, ""Chicken Tikka"": 59, ""Juice"": 32, ""Roti"": 10, ""Papad"": 5, ""Rasam"": 10, ""Pakoda"": 16, ""Baby Corn Fry"": 27, ""Kaju Curry"": 76, ""Salad"": 16}","{""items"": [""Pickle"", ""Papad"", ""Roti"", ""Rasam"", ""Idli"", ""Pakoda""], ""per_plate"": 410, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Papad"", ""Roti"", ""Rasam"", ""Idli"", ""Pakoda"", ""Salad"", ""Halwa"", ""Payasam"", ""Baby Corn Fry"", ""Juice"", ""Ice Cream""], ""per_plate"": 512, ""description"": ""Standard - 12 items""}","{""items"": [""Ice Cream"", ""Chicken Curry"", ""Mutton Biryani"", ""Pickle"", ""Milkshake"", ""Halwa"", ""Idli"", ""Payasam"", ""Chicken Biryani"", ""Chicken Tikka"", ""Juice"", ""Roti"", ""Papad"", ""Rasam"", ""Pakoda"", ""Baby Corn Fry"", ""Kaju Curry"", ""Salad""], ""per_plate"": 615, ""description"": ""Full spread - 18 items""}",20,800,True,False,0,7,Multi-cuisine,all
V145,290,0.86,True,False,12,"{""Fruit Salad"": 25, ""Pakoda"": 12, ""Double Ka Meetha"": 30, ""Idli"": 12, ""Kesari"": 17, ""Kaju Curry"": 60, ""Cake"": 47, ""Dosa"": 21, ""Ice Cream"": 34, ""Sweet Corn Soup"": 25, ""Rasam"": 8, ""Paneer Butter Masala"": 51}","{""items"": [""Rasam"", ""Pakoda"", ""Idli"", ""Kesari"", ""Dosa"", ""Fruit Salad""], ""per_plate"": 290, ""description"": ""Basic - 6 items""}","{""items"": [""Rasam"", ""Pakoda"", ""Idli"", ""Kesari"", ""Dosa"", ""Fruit Salad"", ""Sweet Corn Soup"", ""Double Ka Meetha"", ""Ice Cream"", ""Cake""], ""per_plate"": 362, ""description"": ""Standard - 10 items""}","{""items"": [""Fruit Salad"", ""Pakoda"", ""Double Ka Meetha"", ""Idli"", ""Kesari"", ""Kaju Curry"", ""Cake"", ""Dosa"", ""Ice Cream"", ""Sweet Corn Soup"", ""Rasam"", ""Paneer Butter Masala""], ""per_plate"": 435, ""description"": ""Full spread - 12 items""}",20,200,False,False,0,3,Pure Veg,Hindu
V147,470,1.03,False,True,18,"{""Dal Tadka"": 36, ""Chicken Tikka"": 56, ""Gulab Jamun"": 30, ""Mutton Kebab"": 82, ""Gobi Manchurian"": 25, ""Sheer Khurma"": 41, ""Soup"": 25, ""Roti"": 10, ""Salad"": 15, ""Nihari"": 113, ""Halwa"": 20, ""Tomato Soup"": 25, ""Shaami Kebab"": 61, ""Kheer"": 36, ""Seviyan"": 30, ""Naan"": 15, ""Mutton Biryani"": 154, ""Chicken Curry"": 82}","{""items"": [""Roti"", ""Salad"", ""Naan"", ""Halwa"", ""Gobi Manchurian"", ""Soup""], ""per_plate"": 470, ""description"": ""Basic - 6 items""}","{""items"": [""Roti"", ""Salad"", ""Naan"", ""Halwa"", ""Gobi Manchurian"", ""Soup"", ""Tomato Soup"", ""Gulab Jamun"", ""Seviyan"", ""Dal Tadka"", ""Kheer"", ""Sheer Khurma""], ""per_plate"": 587, ""description"": ""Standard - 12 items""}","{""items"": [""Dal Tadka"", ""Chicken Tikka"", ""Gulab Jamun"", ""Mutton Kebab"", ""Gobi Manchurian"", ""Sheer Khurma"", ""Soup"", ""Roti"", ""Salad"", ""Nihari"", ""Halwa"", ""Tomato Soup"", ""Shaami Kebab"", ""Kheer"", ""Seviyan"", ""Naan"", ""Mutton Biryani"", ""Chicken Curry""], ""per_plate"": 705, ""description"": ""Full spread - 18 items""}",20,800,True,False,0,7,Halal,Muslim
V164,160,0.87,False,True,12,"{""Nihari"": 95, ""Raita"": 13, ""Gobi Manchurian"": 21, ""Phirni"": 30, ""Chicken 65"": 52, ""Paneer Tikka"": 34, ""Korma"": 87, ""Biryani"": 113, ""Kheer"": 30, ""Mutton Curry"": 87, ""Dal Tadka"": 30, ""Sheer Khurma"": 34}","{""items"": [""Raita"", ""Gobi Manchurian"", ""Phirni"", ""Kheer"", ""Dal Tadka"", ""Paneer Tikka""], ""per_plate"": 160, ""description"": ""Basic - 6 items""}","{""items"": [""Raita"", ""Gobi Manchurian"", ""Phirni"", ""Kheer"", ""Dal Tadka"", ""Paneer Tikka"", ""Sheer Khurma"", ""Chicken 65"", ""Korma"", ""Mutton Curry""], ""per_plate"": 200, ""description"": ""Standard - 10 items""}","{""items"": [""Nihari"", ""Raita"", ""Gobi Manchurian"", ""Phirni"", ""Chicken 65"", ""Paneer Tikka"", ""Korma"", ""Biryani"", ""Kheer"", ""Mutton Curry"", ""Dal Tadka"", ""Sheer Khurma""], ""per_plate"": 240, ""description"": ""Full spread - 12 items""}",20,100,False,False,0,3,Halal,Muslim
V201,1200,1.23,False,False,25,"{""Appam"": 24, ""Naan"": 18, ""Beef Fry"": 135, ""Paneer Tikka"": 49, ""Mutton Biryani"": 184, ""Prawn Fry"": 147, ""Fish Fry"": 110, ""Ice Cream"": 49, ""Chicken Biryani"": 147, ""Juice"": 36, ""Christmas Cake"": 73, ""Chicken Curry"": 98, ""Rice"": 18, ""Mutton Curry"": 123, ""Payasam"": 30, ""Idiyappam"": 24, ""Fruit Salad"": 36, ""Pastry"": 61, ""Roti"": 12, ""Soft Drinks"": 30, ""Halwa"": 24, ""Fish Curry"": 110, ""Egg Roast"": 61, ""Fried Rice"": 73, ""Veg Biryani"": 98}","{""items"": [""Roti"", ""Naan"", ""Rice"", ""Appam"", ""Idiyappam"", ""Halwa"", ""Payasam"", ""Soft Drinks""], ""per_plate"": 1200, ""description"": ""Basic - 8 items""}","{""items"": [""Roti"", ""Naan"", ""Rice"", ""Appam"", ""Idiyappam"", ""Halwa"", ""Payasam"", ""Soft Drinks"", ""Juice"", ""Fruit Salad"", ""Paneer Tikka"", ""Ice Cream"", ""Pastry"", ""Egg Roast"", ""Christmas Cake"", ""Fried Rice""], ""per_plate"": 1500, ""description"": ""Standard - 16 items""}","{""items"": [""Appam"", ""Naan"", ""Beef Fry"", ""Paneer Tikka"", ""Mutton Biryani"", ""Prawn Fry"", ""Fish Fry"", ""Ice Cream"", ""Chicken Biryani"", ""Juice"", ""Christmas Cake"", ""Chicken Curry"", ""Rice"", ""Mutton Curry"", ""Payasam"", ""Idiyappam"", ""Fruit Salad"", ""Pastry"", ""Roti"", ""Soft Drinks"", ""Halwa"", ""Fish Curry"", ""Egg Roast"", ""Fried Rice"", ""Veg Biryani""], ""per_plate"": 1800, ""description"": ""Full spread - 25 items""}",20,1500,True,False,0,7,Multi-cuisine,all
V207,220,0.96,False,False,12,"{""Puttu"": 19, ""Fruit Cake"": 62, ""Juice"": 28, ""Chicken Biryani"": 115, ""Halwa"": 19, ""Chicken Roast"": 96, ""Mutton Curry"": 96, ""Christmas Cake"": 57, ""Soft Drinks"": 24, ""Egg Roast"": 48, ""Fruit Salad"": 28, ""Salad"": 14}","{""items"": [""Salad"", ""Puttu"", ""Halwa"", ""Soft Drinks"", ""Juice"", ""Fruit Salad""], ""per_plate"": 220, ""description"": ""Basic - 6 items""}","{""items"": [""Salad"", ""Puttu"", ""Halwa"", ""Soft Drinks"", ""Juice"", ""Fruit Salad"", ""Egg Roast"", ""Christmas Cake"", ""Fruit Cake"", ""Chicken Roast""], ""per_plate"": 275, ""description"": ""Standard - 10 items""}","{""items"": [""Puttu"", ""Fruit Cake"", ""Juice"", ""Chicken Biryani"", ""Halwa"", ""Chicken Roast"", ""Mutton Curry"", ""Christmas Cake"", ""Soft Drinks"", ""Egg Roast"", ""Fruit Salad"", ""Salad""], ""per_plate"": 330, ""description"": ""Full spread - 12 items""}",20,100,False,False,0,3,Multi-cuisine,all
V208,910,1.33,False,False,25,"{""Idli"": 19, ""Gulab Jamun"": 39, ""Starter Veg"": 26, ""Chicken Biryani"": 159, ""Upma"": 19, ""Soup"": 33, ""Mutton Curry"": 133, ""Naan"": 19, ""Paneer Butter Masala"": 79, ""Soft Drinks"": 33, ""Spring Rolls"": 33, ""Ice Cream"": 53, ""Fish Fry"": 119, ""Cutlet"": 26, ""Dal Fry"": 46, ""Pesarattu"": 26, ""Gobi Manchurian"": 33, ""Pakoda"": 19, ""Dal Tadka"": 46, ""Lassi"": 46, ""Juice"": 39, ""Baby Corn Fry"": 33, ""Salad"": 19, ""Pulao"": 66, ""Kesari"": 26}","{""items"": [""Idli"", ""Upma"", ""Naan"", ""Pakoda"", ""Salad"", ""Starter Veg"", ""Cutlet"", ""Pesarattu""], ""per_plate"": 910, ""description"": ""Basic - 8 items""}","{""items"": [""Idli"", ""Upma"", ""Naan"", ""Pakoda"", ""Salad"", ""Starter Veg"", ""Cutlet"", ""Pesarattu"", ""Kesari"", ""Soup"", ""Soft Drinks"", ""Spring Rolls"", ""Gobi Manchurian"", ""Baby Corn Fry"", ""Gulab Jamun"", ""Juice""], ""per_plate"": 1137, ""description"": ""Standard - 16 items""}","{""items"": [""Idli"", ""Gulab Jamun"", ""Starter Veg"", ""Chicken Biryani"", ""Upma"", ""Soup"", ""Mutton Curry"", ""Naan"", ""Paneer Butter Masala"", ""Soft Drinks"", ""Spring Rolls"", ""Ice Cream"", ""Fish Fry"", ""Cutlet"", ""Dal Fry"", ""Pesarattu"", ""Gobi Manchurian"", ""Pakoda"", ""Dal Tadka"", ""Lassi"", ""Juice"", ""Baby Corn Fry"", ""Salad"", ""Pulao"", ""Kesari""], ""per_plate"": 1365, ""description"": ""Full spread - 25 items""}",20,1500,True,False,0,7,Multi-cuisine,all
V212,530,1.01,False,False,18,"{""Veg Kurma"": 45, ""Chicken Biryani"": 121, ""Gulab Jamun"": 30, ""Double Ka Meetha"": 35, ""Paneer Butter Masala"": 60, ""Kaju Curry"": 70, ""Payasam"": 25, ""Pesarattu"": 20, ""Spring Rolls"": 25, ""Chicken Curry"": 80, ""Butter Naan"": 20, ""Rasgulla"": 25, ""Curd Rice"": 30, ""Lassi"": 35, ""Veg Biryani"": 80, ""Cutlet"": 20, ""Dal Tadka"": 35, ""Fish Fry"": 90}","{""items"": [""Pesarattu"", ""Butter Naan"", ""Cutlet"", ""Payasam"", ""Spring Rolls"", ""Rasgulla""], ""per_plate"": 530, ""description"": ""Basic - 6 items""}","{""items"": [""Pesarattu"", ""Butter Naan"", ""Cutlet"", ""Payasam"", ""Spring Rolls"", ""Rasgulla"", ""Gulab Jamun"", ""Curd Rice"", ""Double Ka Meetha"", ""Lassi"", ""Dal Tadka"", ""Veg Kurma""], ""per_plate"": 662, ""description"": ""Standard - 12 items""}","{""items"": [""Veg Kurma"", ""Chicken Biryani"", ""Gulab Jamun"", ""Double Ka Meetha"", ""Paneer Butter Masala"", ""Kaju Curry"", ""Payasam"", ""Pesarattu"", ""Spring Rolls"", ""Chicken Curry"", ""Butter Naan"", ""Rasgulla"", ""Curd Rice"", ""Lassi"", ""Veg Biryani"", ""Cutlet"", ""Dal Tadka"", ""Fish Fry""], ""per_plate"": 795, ""description"": ""Full spread - 18 items""}",20,300,True,False,0,7,Multi-cuisine,all
V223,460,1.14,False,True,18,"{""Roti"": 11, ""Biryani"": 148, ""Tomato Soup"": 28, ""Halwa"": 22, ""Chicken Tikka"": 62, ""Naan"": 17, ""Paratha"": 22, ""Pulao"": 56, ""Nihari"": 125, ""Chicken Curry"": 91, ""Paneer Tikka"": 45, ""Seekh Kebab"": 79, ""Salad"": 17, ""Sherbet"": 28, ""Dal Tadka"": 39, ""Lassi"": 39, ""Chicken 65"": 68, ""Mutton Curry"": 113}","{""items"": [""Roti"", ""Naan"", ""Salad"", ""Halwa"", ""Paratha"", ""Tomato Soup""], ""per_plate"": 460, ""description"": ""Basic - 6 items""}","{""items"": [""Roti"", ""Naan"", ""Salad"", ""Halwa"", ""Paratha"", ""Tomato Soup"", ""Sherbet"", ""Dal Tadka"", ""Lassi"", ""Paneer Tikka"", ""Pulao"", ""Chicken Tikka""], ""per_plate"": 575, ""description"": ""Standard - 12 items""}","{""items"": [""Roti"", ""Biryani"", ""Tomato Soup"", ""Halwa"", ""Chicken Tikka"", ""Naan"", ""Paratha"", ""Pulao"", ""Nihari"", ""Chicken Curry"", ""Paneer Tikka"", ""Seekh Kebab"", ""Salad"", ""Sherbet"", ""Dal Tadka"", ""Lassi"", ""Chicken 65"", ""Mutton Curry""], ""per_plate"": 690, ""description"": ""Full spread - 18 items""}",20,300,True,False,0,7,Halal,Muslim
V230,290,0.94,False,True,12,"{""Chicken Tikka"": 51, ""Pulao"": 47, ""Biryani"": 122, ""Dal Tadka"": 32, ""Badam Kheer"": 47, ""Haleem"": 84, ""Seekh Kebab"": 65, ""Mutton Kebab"": 75, ""Soup"": 23, ""Gulab Jamun"": 28, ""Sherbet"": 23, ""Roti"": 9}","{""items"": [""Roti"", ""Soup"", ""Sherbet"", ""Gulab Jamun"", ""Dal Tadka"", ""Pulao""], ""per_plate"": 290, ""description"": ""Basic - 6 items""}","{""items"": [""Roti"", ""Soup"", ""Sherbet"", ""Gulab Jamun"", ""Dal Tadka"", ""Pulao"", ""Badam Kheer"", ""Chicken Tikka"", ""Seekh Kebab"", ""Mutton Kebab""], ""per_plate"": 362, ""description"": ""Standard - 10 items""}","{""items"": [""Chicken Tikka"", ""Pulao"", ""Biryani"", ""Dal Tadka"", ""Badam Kheer"", ""Haleem"", ""Seekh Kebab"", ""Mutton Kebab"", ""Soup"", ""Gulab Jamun"", ""Sherbet"", ""Roti""], ""per_plate"": 435, ""description"": ""Full spread - 12 items""}",20,100,False,False,0,3,Halal,Muslim
V232,490,1.01,False,False,18,"{""Soft Drinks"": 25, ""Curd Rice"": 30, ""Kaju Curry"": 70, ""Sweet Corn Soup"": 30, ""Gobi Manchurian"": 25, ""Pickle"": 5, ""Rasgulla"": 25, ""Starter Veg"": 20, ""Mutton Curry"": 101, ""Sambar"": 15, ""Chicken Biryani"": 121, ""Dosa"": 25, ""Milkshake"": 40, ""Salad"": 15, ""Pulao"": 50, ""Starter NonVeg"": 45, ""Idli"": 15, ""Fried Rice"": 60}","{""items"": [""Pickle"", ""Sambar"", ""Salad"", ""Idli"", ""Starter Veg"", ""Soft Drinks""], ""per_plate"": 490, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Sambar"", ""Salad"", ""Idli"", ""Starter Veg"", ""Soft Drinks"", ""Gobi Manchurian"", ""Rasgulla"", ""Dosa"", ""Curd Rice"", ""Sweet Corn Soup"", ""Milkshake""], ""per_plate"": 612, ""description"": ""Standard - 12 items""}","{""items"": [""Soft Drinks"", ""Curd Rice"", ""Kaju Curry"", ""Sweet Corn Soup"", ""Gobi Manchurian"", ""Pickle"", ""Rasgulla"", ""Starter Veg"", ""Mutton Curry"", ""Sambar"", ""Chicken Biryani"", ""Dosa"", ""Milkshake"", ""Salad"", ""Pulao"", ""Starter NonVeg"", ""Idli"", ""Fried Rice""], ""per_plate"": 735, ""description"": ""Full spread - 18 items""}",20,800,True,False,0,7,Multi-cuisine,all
V265,170,0.88,False,False,12,"{""Pickle"": 5, ""Cake"": 48, ""Roti"": 8, ""Mutton Biryani"": 132, ""Double Ka Meetha"": 30, ""Naan"": 13, ""Chicken Biryani"": 105, ""Kesari"": 17, ""Rasam"": 8, ""Pesarattu"": 17, ""Sambar"": 13, ""Juice"": 26}","{""items"": [""Pickle"", ""Roti"", ""Rasam"", ""Naan"", ""Sambar"", ""Kesari""], ""per_plate"": 170, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Roti"", ""Rasam"", ""Naan"", ""Sambar"", ""Kesari"", ""Pesarattu"", ""Juice"", ""Double Ka Meetha"", ""Cake""], ""per_plate"": 212, ""description"": ""Standard - 10 items""}","{""items"": [""Pickle"", ""Cake"", ""Roti"", ""Mutton Biryani"", ""Double Ka Meetha"", ""Naan"", ""Chicken Biryani"", ""Kesari"", ""Rasam"", ""Pesarattu"", ""Sambar"", ""Juice""], ""per_plate"": 255, ""description"": ""Full spread - 12 items""}",20,100,False,True,25,3,Multi-cuisine,all
V268,380,1.1,False,False,18,"{""Double Ka Meetha"": 38, ""Brownie"": 49, ""Tomato Soup"": 27, ""Fish Fry"": 99, ""Rasam"": 11, ""Lassi"": 38, ""Chicken Tikka"": 60, ""Roti"": 11, ""Naan"": 16, ""Paneer Butter Masala"": 66, ""Milkshake"": 44, ""Kaju Curry"": 77, ""Salad"": 16, ""Fried Rice"": 66, ""Starter NonVeg"": 49, ""Cutlet"": 22, ""Spring Rolls"": 27, ""Sweet Corn Soup"": 33}","{""items"": [""Rasam"", ""Roti"", ""Naan"", ""Salad"", ""Cutlet"", ""Tomato Soup""], ""per_plate"": 380, ""description"": ""Basic - 6 items""}","{""items"": [""Rasam"", ""Roti"", ""Naan"", ""Salad"", ""Cutlet"", ""Tomato Soup"", ""Spring Rolls"", ""Sweet Corn Soup"", ""Double Ka Meetha"", ""Lassi"", ""Milkshake"", ""Brownie""], ""per_plate"": 475, ""description"": ""Standard - 12 items""}","{""items"": [""Double Ka Meetha"", ""Brownie"", ""Tomato Soup"", ""Fish Fry"", ""Rasam"", ""Lassi"", ""Chicken Tikka"", ""Roti"", ""Naan"", ""Paneer Butter Masala"", ""Milkshake"", ""Kaju Curry"", ""Salad"", ""Fried Rice"", ""Starter NonVeg"", ""Cutlet"", ""Spring Rolls"", ""Sweet Corn Soup""], ""per_plate"": 570, ""description"": ""Full spread - 18 items""}",20,300,True,False,0,7,Multi-cuisine,all
V270,280,0.86,False,True,12,"{""Korma"": 86, ""Chicken Tikka"": 47, ""Salad"": 12, ""Biryani"": 111, ""Raita"": 12, ""Pulao"": 43, ""Seekh Kebab"": 60, ""Tomato Soup"": 21, ""Veg Kurma"": 38, ""Fruit Salad"": 25, ""Phirni"": 30, ""Dal Tadka"": 30}","{""items"": [""Salad"", ""Raita"", ""Tomato Soup"", ""Fruit Salad"", ""Phirni"", ""Dal Tadka""], ""per_plate"": 280, ""description"": ""Basic - 6 items""}","{""items"": [""Salad"", ""Raita"", ""Tomato Soup"", ""Fruit Salad"", ""Phirni"", ""Dal Tadka"", ""Veg Kurma"", ""Pulao"", ""Chicken Tikka"", ""Seekh Kebab""], ""per_plate"": 350, ""description"": ""Standard - 10 items""}","{""items"": [""Korma"", ""Chicken Tikka"", ""Salad"", ""Biryani"", ""Raita"", ""Pulao"", ""Seekh Kebab"", ""Tomato Soup"", ""Veg Kurma"", ""Fruit Salad"", ""Phirni"", ""Dal Tadka""], ""per_plate"": 420, ""description"": ""Full spread - 12 items""}",20,100,False,True,30,3,Halal,Muslim
V271,160,0.91,True,False,12,"{""Vada"": 13, ""Tomato Soup"": 22, ""Halwa"": 18, ""Paneer Butter Masala"": 54, ""Naan"": 13, ""Lassi"": 31, ""Paneer Tikka"": 36, ""Cutlet"": 18, ""Papad"": 5, ""Dal Tadka"": 31, ""Pulao"": 45, ""Baby Corn Fry"": 22}","{""items"": [""Papad"", ""Vada"", ""Naan"", ""Halwa"", ""Cutlet"", ""Tomato Soup""], ""per_plate"": 160, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Vada"", ""Naan"", ""Halwa"", ""Cutlet"", ""Tomato Soup"", ""Baby Corn Fry"", ""Lassi"", ""Dal Tadka"", ""Paneer Tikka""], ""per_plate"": 200, ""description"": ""Standard - 10 items""}","{""items"": [""Vada"", ""Tomato Soup"", ""Halwa"", ""Paneer Butter Masala"", ""Naan"", ""Lassi"", ""Paneer Tikka"", ""Cutlet"", ""Papad"", ""Dal Tadka"", ""Pulao"", ""Baby Corn Fry""], ""per_plate"": 240, ""description"": ""Full spread - 12 items""}",20,75,False,False,0,3,Pure Veg,Hindu
V275,1500,1.45,False,True,25,"{""Seviyan"": 43, ""Shaami Kebab"": 87, ""Kheer"": 50, ""Pickle"": 7, ""Fruit Salad"": 43, ""Paratha"": 29, ""Mutton Soup"": 58, ""Haleem"": 130, ""Chicken 65"": 87, ""Gobi Manchurian"": 36, ""Seekh Kebab"": 101, ""Mutton Curry"": 145, ""Chicken Curry"": 116, ""Mutton Biryani"": 217, ""Nihari"": 159, ""Papad"": 7, ""Chicken Biryani"": 174, ""Mutton Kebab"": 116, ""Dal Tadka"": 50, ""Soft Drinks"": 36, ""Naan"": 21, ""Chicken Tikka"": 79, ""Veg Kurma"": 65, ""Phirni"": 50, ""Biryani"": 188}","{""items"": [""Pickle"", ""Papad"", ""Naan"", ""Paratha"", ""Gobi Manchurian"", ""Soft Drinks"", ""Seviyan"", ""Fruit Salad""], ""per_plate"": 1500, ""description"": ""Basic - 8 items""}","{""items"": [""Pickle"", ""Papad"", ""Naan"", ""Paratha"", ""Gobi Manchurian"", ""Soft Drinks"", ""Seviyan"", ""Fruit Salad"", ""Kheer"", ""Dal Tadka"", ""Phirni"", ""Mutton Soup"", ""Veg Kurma"", ""Chicken Tikka"", ""Shaami Kebab"", ""Chicken 65""], ""per_plate"": 1875, ""description"": ""Standard - 16 items""}","{""items"": [""Seviyan"", ""Shaami Kebab"", ""Kheer"", ""Pickle"", ""Fruit Salad"", ""Paratha"", ""Mutton Soup"", ""Haleem"", ""Chicken 65"", ""Gobi Manchurian"", ""Seekh Kebab"", ""Mutton Curry"", ""Chicken Curry"", ""Mutton Biryani"", ""Nihari"", ""Papad"", ""Chicken Biryani"", ""Mutton Kebab"", ""Dal Tadka"", ""Soft Drinks"", ""Naan"", ""Chicken Tikka"", ""Veg Kurma"", ""Phirni"", ""Biryani""], ""per_plate"": 2250, ""description"": ""Full spread - 25 items""}",20,1000,True,False,0,7,Halal,Muslim
